,book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
8,harry potter book 1,Dursley,Dudley,"Mr. Dursley picked up his briefcase , pecked Mrs. Dursley on the cheek , and tried to kiss Dudley good - bye",tried,"At half past eight , Mr. Dursley picked up his briefcase , pecked Mrs. Dursley on the cheek , and tried to kiss Dudley good - bye but missed , because Dudley was now having a tantrum and throwing his cereal at the walls .",-0.853536248,0.999520421,-0.996619031,412,0.6908,-0.5647,0,"{'Dursley', 'Dudley'}",Harry Potter Book 1
9,harry potter book 1,Dursley,Dudley,"Mr. Dursley picked up his briefcase , pecked Mrs. Dursley on the cheek , and tried to kiss Dudley",kiss,"At half past eight , Mr. Dursley picked up his briefcase , pecked Mrs. Dursley on the cheek , and tried to kiss Dudley good - bye but missed , because Dudley was now having a tantrum and throwing his cereal at the walls .",0.295798898,0.999714136,-0.996619031,412,0.4215,-0.5647,0.4215,"{'Dursley', 'Dudley'}",Harry Potter Book 1
47,harry potter book 1,Harry,Gryffindor,Harry tried to turn back toward the Gryffindor goal posts,tried,Harry tried to turn back toward the Gryffindor goal posts - he had half a mind to ask Wood to call time - out - and then he realized that his broom was completely out of his control .,-0.978303144,0.999520421,-0.99569751,62370,0,0,0,"{'Gryffindor', 'Harry'}",Harry Potter Book 1
4,harry potter book 1,Dumbledore,Hagrid,"I would trust Hagrid with my life , said Dumbledore",said,"I would trust Hagrid with my life , said Dumbledore .",0.980187297,0.99401927,0.982248902,4880,0.5106,0.5106,0,"{'Hagrid', 'Dumbledore'}",Harry Potter Book 1
10,harry potter book 1,Hagrid,Dumbledore,"Not a soul knows except me anDumbledore , said Hagrid",said,"Not a soul knows except me anDumbledore , said Hagrid proudly .",0.298477054,0.99401927,0.997042775,76784,0,0.5574,0,"{'Hagrid', 'Dumbledore'}",Harry Potter Book 1
11,harry potter book 1,Hagrid,Dumbledore,Hagrid lets Dumbledore,lets,And Neville will play Quidditch for England before Hagrid lets Dumbledore down .,0.99723053,0.999652267,0.600930691,87542,0,0.34,0,"{'Hagrid', 'Dumbledore'}",Harry Potter Book 1
12,harry potter book 1,Hagrid,Dumbledore,Hagrid would never betray Dumbledore,betray,Hagrid would never betray Dumbledore .,0.99665606,-0.997175434,0.996982813,87675,0.5216,0.5216,-0.6369,"{'Hagrid', 'Dumbledore'}",Harry Potter Book 1
13,harry potter book 1,Hagrid,Harry,Hagrid stared wildly at Harry,stared,Hagrid stared wildly at Harry .,0.973481059,0.985607743,0.987156153,16653,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
14,harry potter book 1,Hagrid,Harry,"Hagrid ran his fingers through his hair , fixing Harry",fixing,"Hagrid ran his fingers through his hair , fixing Harry with a bewildered stare .",-0.529921532,0.99966526,-0.904048733,16723,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
15,harry potter book 1,Hagrid,Harry,Hagrid looked at Harry,looked,"Hagrid looked at Harry with warmth and respect blazing in his eyes , but Harry , instead of feeling pleased and proud , felt quite sure there had been a horrible mistake .",0.557313442,0.993612289,-0.998661194,19329,0,0.8095,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
16,harry potter book 1,Hagrid,Harry,"Hagrid read his newspaper , the Daily Prophet Harry had learned from Uncle Vernon that people liked to be left alone while they did this",read,"Harry sat and thought about this while Hagrid read his newspaper , the Daily Prophet Harry had learned from Uncle Vernon that people liked to be left alone while they did this , but it was very difficult , he d never had so many questions in his life .",-0.93226058,0.997976184,0.081311464,21459,0.2023,-0.5089,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
17,harry potter book 1,Hagrid,Harry,"Hagrid , clapping his great hand on Harrys shoulder and making Harrys knees buckle",making,"Ca nt , Tom , I m on Hogwarts business , said Hagrid , clapping his great hand on Harrys shoulder and making Harrys knees buckle .",0.510616302,0.999751329,0.074100971,22685,0.8074,0.8074,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
18,harry potter book 1,Hagrid,Harry,Hagrid grinned at Harry,grinned,Hagrid grinned at Harry .,0.996297836,0.999358177,0.994888067,23313,0.2732,0.2732,0.2732,"{'Hagrid', 'Harry'}",Harry Potter Book 1
19,harry potter book 1,Hagrid,Harry,Hagrid helped Harry pile some of it into a bag,helped,Hagrid helped Harry pile some of it into a bag .,-0.952288743,0.999768734,-0.934598401,24884,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
20,harry potter book 1,Hagrid,Harry,"Hagrid was standing there , grinning at Harry",grinning,"Hagrid was standing there , grinning at Harry and pointing at two large ice creams to show he could nt come in .",0.987175703,0.999740362,-0.89701023,25822,0.3612,0.3612,0.3612,"{'Hagrid', 'Harry'}",Harry Potter Book 1
21,harry potter book 1,Hagrid,Harry,Hagrid almost had to drag Harry,drag,"Hagrid almost had to drag Harry away from Curses and Counter - curses - Bewitch Your Friends and Befuddle Your Enemies with the Latest Revenges : Hair Loss , Jelly - Legs , Tongue - Tying and Much , Much More - by Professor Vindictus Viridian .",-0.976938548,-0.999545244,-0.430261254,26718,-0.1621,-0.7128,-0.2263,"{'Hagrid', 'Harry'}",Harry Potter Book 1
22,harry potter book 1,Hagrid,Harry,"Hagrid would nt let Harry buy a solid gold cauldron , either - "" It says pewter on yer list "" -",let,"Hagrid would nt let Harry buy a solid gold cauldron , either - "" It says pewter on yer list "" - , but they got a nice set of scales for weighing potion ingredients and a collapsible brass telescope .",-0.925773658,0.999666929,0.272058606,26843,0.1531,0.6124,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
23,harry potter book 1,Hagrid,Harry,Hagrid asked the man behind the counter for a supply of some basic potion ingredients for Harry,asked,"While Hagrid asked the man behind the counter for a supply of some basic potion ingredients for Harry , Harry himself examined silver unicorn horns at twenty - one Galleons each and minuscule , glittery - black beetle eyes - five Knuts a scoop - .",-0.249320447,0.999021292,-0.347366631,26952,0,0.1531,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
24,harry potter book 1,Hagrid,Harry,Hagrid checked Harrys list,checked,"Outside the Apothecary , Hagrid checked Harrys list again .",-0.982401488,0.999545693,-0.843354866,26998,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
25,harry potter book 1,Hagrid,Harry,Hagrid definitely did nt meet Harrys eyes,definitely,"There was no doubt about it , Hagrid definitely did nt meet Harrys eyes this time .",-0.999134487,0.999769211,-0.972517194,47113,0.4019,0.5873,0.4019,"{'Hagrid', 'Harry'}",Harry Potter Book 1
26,harry potter book 1,Hagrid,Harry,Hagrid know something about Snape that he did nt want to tell Harry,know,And did Hagrid know something about Snape that he did nt want to tell Harry ?,-0.829879791,0.999764204,-0.994666817,47265,0.0772,0.0772,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
27,harry potter book 1,Hagrid,Harry,"Hagrid , raising his binoculars and peering skyward at the speck that was Harry",peering,"Kept outta trouble , though , that s somethin , said Hagrid , raising his binoculars and peering skyward at the speck that was Harry .",0.11510098,0.999054909,0.975356936,61613,0,-0.4019,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
28,harry potter book 1,Hagrid,Harry,Hagrid seized Harry and Hermione,seized,Hagrid seized Harry and Hermione and hoisted them off the path behind a towering oak .,-0.952128429,-0.480618775,-0.353889287,83460,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
29,harry potter book 1,Hagrid,Harry,Hagrid added in a whisper to Harry,added,"I m sorry , Hagrid added in a whisper to Harry , but hell have a harder time frighteninyou , anweve got ta get this done .",0.996587157,0.999805689,-0.929154985,84777,0,-0.8201,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
30,harry potter book 1,Hagrid,Harry,"Harry , shocked to see Hagrid shaking with grief and remorse , great tears leaking down into his beard",shocked,"said Harry , shocked to see Hagrid shaking with grief and remorse , great tears leaking down into his beard .",0.57431078,-0.592042536,0.689435601,101094,-0.6249,-0.6249,-0.3182,"{'Hagrid', 'Harry'}",Harry Potter Book 1
48,harry potter book 1,Harry,Hagrid,Harry looked back at Hagrid,looked,"Harry looked back at Hagrid , smiling , and saw that Hagrid was positively beaming at him .",0.995428801,0.993612289,0.999592423,19630,0,0.7506,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
49,harry potter book 1,Harry,Hagrid,"Harry looked back at Hagrid , smiling , and saw that Hagrid was positively beaming at him",saw,"Harry looked back at Hagrid , smiling , and saw that Hagrid was positively beaming at him .",0.999618888,0.99695003,0.999592423,19630,0.7506,0.7506,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
50,harry potter book 1,Harry,Hagrid,Harry followed Hagrid,followed,Harry followed Hagrid out onto the rock .,0.990576029,0.999267817,0.998674035,21160,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
51,harry potter book 1,Harry,Hagrid,Harry still staring at Hagrid,staring,"They settled down in the boat , Harry still staring at Hagrid , trying to imagine him flying .",-0.03190732,0.999488711,0.171814919,21259,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
52,harry potter book 1,Harry,Hagrid,"Hagrid , said Harry",said,"Hagrid , said Harry , panting a bit as he ran to keep up , did you say there are dragons at Gringotts ?",-0.899333924,0.99401927,-0.428525507,21773,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
53,harry potter book 1,Harry,Hagrid,Harry had the most peculiar feeling that only he and Hagrid could see it,had,"In fact , Harry had the most peculiar feeling that only he and Hagrid could see it .",-0.094502926,0.999622703,-0.456072032,22553,0.3962,0.3962,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
54,harry potter book 1,Harry,Hagrid,"That s Hagrid , said Harry",said,"That s Hagrid , said Harry , pleased to know something the boy did nt .",-0.697958708,0.99401927,0.960520148,25846,0,0.4404,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
55,harry potter book 1,Harry,Hagrid,Harry wanted to watch Hagrid until he was out of sight,wanted,Harry wanted to watch Hagrid until he was out of sight ;,-0.987721117,0.999777794,-0.996338134,29204,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
57,harry potter book 1,Harry,Hagrid,Harry and Ron were delighted to hear Hagrid call Filch that old git,hear,Harry and Ron were delighted to hear Hagrid call Filch that old git .,0.893514276,0.99977541,0.945733547,46742,0.5106,0.5106,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
58,harry potter book 1,Harry,Hagrid,Harry could nt help thinking that Hagrid did nt quite meet his eyes when he said that,help,Yet Harry could nt help thinking that Hagrid did nt quite meet his eyes when he said that .,-0.996140827,0.998565316,-0.985554303,46869,0.4019,0.4019,0.4019,"{'Hagrid', 'Harry'}",Harry Potter Book 1
60,harry potter book 1,Harry,Hagrid,Harry wondered if Hagrid had changed the subject on purpose,wondered,Harry wondered if Hagrid had changed the subject on purpose .,-0.998998596,0.184162855,-0.998853074,46915,0,0,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
61,harry potter book 1,Harry,Hagrid,"Harry and Ron walked back to the castle for dinner , their pockets weighed down with rock cakes they d been too polite to refuse , Harry thought that none of the lessons he d had so far had given him as much to think about as tea with Hagrid",thought,"As Harry and Ron walked back to the castle for dinner , their pockets weighed down with rock cakes they d been too polite to refuse , Harry thought that none of the lessons he d had so far had given him as much to think about as tea with Hagrid .",-0.996935557,0.999699354,-0.998354227,47197,-0.296,-0.296,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
62,harry potter book 1,Harry,Hagrid,"Harry watched Hagrid getting redder and redder in the face as he called for more wine , finally kissing Professor McGonagall on the cheek , who , to Harrys amazement , giggled and blushed , her top hat lopsided",watched,"Harry watched Hagrid getting redder and redder in the face as he called for more wine , finally kissing Professor McGonagall on the cheek , who , to Harrys amazement , giggled and blushed , her top hat lopsided .",0.904090524,0.999774456,0.899655104,67107,0.8885,0.8885,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
63,harry potter book 1,Harry,Hagrid,Harry saw that Hagrid looked very worried,saw,Harry saw that Hagrid looked very worried .,-0.462988794,0.99695003,-0.663875699,83319,-0.3597,-0.3597,0,"{'Hagrid', 'Harry'}",Harry Potter Book 1
31,harry potter book 1,Hagrid,Hermione,Hagrid seized Harry and Hermione,seized,Hagrid seized Harry and Hermione and hoisted them off the path behind a towering oak .,-0.952128429,-0.480618775,-0.353889287,83460,0,0,0,"{'Hagrid', 'Hermione'}",Harry Potter Book 1
133,harry potter book 1,Hermione,Hagrid,"Hermione argued all the way to Herbology and in the end , Hermione agreed to run down to Hagrids with the other two during morning break",agreed,"Ron and Hermione argued all the way to Herbology and in the end , Hermione agreed to run down to Hagrids with the other two during morning break .",-0.015468895,0.999373913,-0.191581726,77436,-0.1027,-0.1027,0.2732,"{'Hagrid', 'Hermione'}",Harry Potter Book 1
135,harry potter book 1,Hermione,Hagrid,Hermione grabbed Hagrids arm,grabbed,They had just passed a bend in the path when Hermione grabbed Hagrids arm .,0.987218618,0.999611259,0.719215512,84491,0,0,0,"{'Hagrid', 'Hermione'}",Harry Potter Book 1
166,harry potter book 1,Neville,Hagrid,Neville had been sobbing into Hagrids jacket,sobbing,Neville had been sobbing into Hagrids jacket for the last five minutes .,0.124091625,-0.9971835,-0.733488321,63122,-0.3818,-0.3818,-0.3818,"{'Hagrid', 'Neville'}",Harry Potter Book 1
32,harry potter book 1,Hagrid,Ron,Hagrid Harry borrowed Rons quill,borrowed,"Hagrid Harry borrowed Rons quill , scribbled Yes , please , see you later on the back of the note , and sent Hedwig off again .",-0.998451172,-0.999521893,-0.853832796,45099,0,0.6124,0,"{'Hagrid', 'Ron'}",Harry Potter Book 1
33,harry potter book 1,Hagrid,Ron,"Hagrid , letting go of Fang , who bounded straight at Ron and started licking his ears",letting,"Make yerselves at home , said Hagrid , letting go of Fang , who bounded straight at Ron and started licking his ears .",-0.228161693,0.997960925,0.843712926,46593,0.2263,0.2263,0,"{'Hagrid', 'Ron'}",Harry Potter Book 1
34,harry potter book 1,Hagrid,Ron,"Hagrid , glancing at Rons freckles",glancing,"said Hagrid , glancing at Rons freckles .",-0.95566364,0.99899745,-0.44246304,46665,0,0,0,"{'Hagrid', 'Ron'}",Harry Potter Book 1
35,harry potter book 1,Hagrid,Ron,Hagrid asked Ron,asked,Hagrid asked Ron .,0.375086308,0.999021292,0.101566553,46899,0,0,0,"{'Hagrid', 'Ron'}",Harry Potter Book 1
185,harry potter book 1,Ron,Hagrid,Harry and Ron were delighted to hear Hagrid call Filch that old git,hear,Harry and Ron were delighted to hear Hagrid call Filch that old git .,0.893514276,0.99977541,0.945733547,46742,0.5106,0.5106,0,"{'Hagrid', 'Ron'}",Harry Potter Book 1
186,harry potter book 1,Ron,Hagrid,"Ron say , Hagrid",say,"Harry , who was looking up Dittanyin One Thousand Magical Herbs and Fungi , did nt look up until he heard Ron say , Hagrid !",-0.976176579,0.94616735,-0.642215818,75606,0,0,0,"{'Hagrid', 'Ron'}",Harry Potter Book 1
36,harry potter book 1,Hagrid,Snape,"Hagrid , like Ron , told Harry not to worry about it , that Snape liked hardly any of the students",told,"Hagrid , like Ron , told Harry not to worry about it , that Snape liked hardly any of the students .",-0.976503382,-0.132958233,-0.970145358,46825,0.7721,0.7721,0,"{'Hagrid', 'Snape'}",Harry Potter Book 1
209,harry potter book 1,Snape,Hagrid,Maybe Snapes found out how to get past him without asking Hagrid,Maybe,"Maybe Snapes found out how to get past him without asking Hagrid , said Ron , looking up at the thousands of books surrounding them .",-0.729372531,0.999090314,-0.320154905,81494,0,0,0,"{'Hagrid', 'Snape'}",Harry Potter Book 1
38,harry potter book 1,Hagrid,Yeh,"Yeh are if yeh want ter stay at Hogwarts , said Hagrid",said,"Yeh are if yeh want ter stay at Hogwarts , said Hagrid fiercely .",0.433888316,0.99401927,0.477410674,82658,0.0772,0.0772,0,"{'Hagrid', 'Yeh'}",Harry Potter Book 1
39,harry potter book 1,Hagrid,Yeh,"There s nothinthat lives in the forest that ll hurt yeh if yer with me or Fang , said Hagrid",said,"There s nothinthat lives in the forest that ll hurt yeh if yer with me or Fang , said Hagrid .",0.594686627,0.99401927,0.623240948,83023,-0.5267,-0.5267,0,"{'Hagrid', 'Yeh'}",Harry Potter Book 1
5,harry potter book 1,Dumbledore,Harry,Dumbledore took Harry,took,Dumbledore took Harry in his arms and turned toward the Dursleys house .,-0.997440245,0.18745029,0.997960925,5349,0,0,0,"{'Harry', 'Dumbledore'}",Harry Potter Book 1
6,harry potter book 1,Dumbledore,Harry,NICHOLAS FLAMBL Dumbledore had convinced Harry,convinced,"NICHOLAS FLAMBL Dumbledore had convinced Harry not to go looking for the Mirror of Erised again , and for the rest of the Christmas holidays the Invisibility Cloak stayed folded at the bottom of his trunk .",0.949709654,0.999569774,-0.933285251,70861,0.4019,0.6486,0.4019,"{'Harry', 'Dumbledore'}",Harry Potter Book 1
45,harry potter book 1,Harry,Dumbledore,"Harry turned over his card and read : ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times , Dumbledore is particularly famous for his defeat of the Dark wizard Grindelwald in 1945 , for the discovery of the twelve uses of dragons blood , and his work on alchemy with his partner , Nicolas Flamel",read,"I might get Agrippa - thanks Harry turned over his card and read : ALBUS DUMBLEDORE CURRENTLY HEADMASTER OF HOGWARTS Considered by many the greatest wizard of modern times , Dumbledore is particularly famous for his defeat of the Dark wizard Grindelwald in 1945 , for the discovery of the twelve uses of dragons blood , and his work on alchemy with his partner , Nicolas Flamel .",0.969266772,0.997976184,0.963923812,34223,0.296,0.6249,0,"{'Harry', 'Dumbledore'}",Harry Potter Book 1
46,harry potter book 1,Harry,Dumbledore,"Harry turned the card back over and saw , to his astonishment , that Dumbledores face had disappeared",saw,"Harry turned the card back over and saw , to his astonishment , that Dumbledores face had disappeared .",-0.981918074,0.99695003,-0.975354556,34303,-0.2263,-0.2263,0,"{'Harry', 'Dumbledore'}",Harry Potter Book 1
65,harry potter book 1,Harry,Hermione,Harry heard Hermione snap,heard,"You re saying it wrong , Harry heard Hermione snap .",-0.500500083,0.999737978,-0.996683246,56702,0,-0.4767,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
66,harry potter book 1,Harry,Hermione,Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls bathroom and wanted to be left alone,overheard,"On their way down to the Great Hall for the Halloween feast , Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls bathroom and wanted to be left alone .",-0.881943665,-0.999239849,-0.764205098,56958,-0.2263,0.4939,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
67,harry potter book 1,Harry,Hermione,Harry now had Hermione,had,It was really lucky that Harry now had Hermione as a friend .,0.999708891,0.999622703,0.999737501,59558,0,0.7425,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
68,harry potter book 1,Harry,Hermione,"Harry headed straight back to the Gryffindor common room , where he found Ron and Hermione playing chess",headed,"The rest of the team hung back to talk to one another as usual at the end of practice , but Harry headed straight back to the Gryffindor common room , where he found Ron and Hermione playing chess .",-0.13360697,0.999212861,-0.114876211,71437,0.4019,0.5499,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
69,harry potter book 1,Harry,Hermione,"Harry felt in the pocket of his robes and pulled out a Chocolate Frog , the very last one from the box Hermione had given him for Christmas",pulled,"Harry felt in the pocket of his robes and pulled out a Chocolate Frog , the very last one from the box Hermione had given him for Christmas .",0.165899038,0.991649151,0.133038878,71909,0,0,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
70,harry potter book 1,Harry,Hermione,"Harry knew , when they wished him good luck outside the locker rooms the next afternoon , that Ron and Hermione were wondering whether they d ever see him alive again",knew,"Harry knew , when they wished him good luck outside the locker rooms the next afternoon , that Ron and Hermione were wondering whether they d ever see him alive again .",-0.867352292,0.999701738,-0.853106543,73014,0.8176,0.8176,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
71,harry potter book 1,Harry,Hermione,Little did Harry know that Ron and Hermione had been secretly practicing the Leg - Locker Curse,Little,Little did Harry know that Ron and Hermione had been secretly practicing the Leg - Locker Curse .,-0.149871409,0.927276373,-0.221109986,73126,-0.5423,-0.5423,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
72,harry potter book 1,Harry,Hermione,Harry and Ron beamed at Hermione,beamed,Harry and Ron beamed at Hermione .,0.999652505,0.999714851,0.999644876,76540,0,0,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
73,harry potter book 1,Harry,Hermione,Harry knew Ron and Hermione were thinking the same as he was,knew,Harry knew Ron and Hermione were thinking the same as he was .,0.982668519,0.999701738,0.97856009,76677,0,0,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
74,harry potter book 1,Harry,Hermione,Harry told Hermione,told,"Its too late to change the plan now , Harry told Hermione .",0.992342353,-0.132958233,-0.985612819,78944,0,0,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
75,harry potter book 1,Harry,Hermione,Harry began to tell him and Hermione what had happened in the forest,began,"In a matter of seconds , though , he was wide - eyed as Harry began to tell him and Hermione what had happened in the forest .",0.994789362,0.999617457,0.998547435,86390,0,0.0258,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
76,harry potter book 1,Harry,Hermione,"Harry had just said , At least Hermiones on Snapes tail",just,"Harry had just said , At least Hermiones on Snapes tail , when the portrait of the Fat Lady swung open and Hermione came in .",-0.128583312,0.997670531,0.98700881,89519,0,0,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
77,harry potter book 1,Harry,Hermione,"Lucky you pay attention in Herbology , Hermione , said Harry",said,"Lucky you pay attention in Herbology , Hermione , said Harry as he joined her by the wall , wiping sweat off his face .",0.995069027,0.99401927,0.987566233,92542,0.34,0.34,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
136,harry potter book 1,Hermione,Harry,Harry and Ron were followed into their boat by Neville and Hermione,followed,Harry and Ron were followed into their boat by Neville and Hermione .,0.799593449,0.999267817,0.647821665,37494,0,0,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
137,harry potter book 1,Hermione,Harry,Hermione ignored him and spoke to Harry,spoke,Hermione ignored him and spoke to Harry .,-0.520533562,0.995945573,-0.454615176,51004,-0.3182,-0.3182,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
138,harry potter book 1,Hermione,Harry,Hermione was now refusing to speak to Harry and Ron,refusing,"Hermione was now refusing to speak to Harry and Ron , but she was such a bossy know - it - all that they saw this as an added bonus .",-0.993769595,-0.864724711,-0.4941715,54040,-0.4019,0.5994,-0.4019,"{'Hermione', 'Harry'}",Harry Potter Book 1
140,harry potter book 1,Hermione,Harry,"Hermione was stomping up the stairs , looking disapprovingly at the package in Harrys hand",looking,"Hermione was stomping up the stairs , looking disapprovingly at the package in Harrys hand .",-0.979517348,0.999634624,-0.976602726,54735,0.4939,0.4939,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
141,harry potter book 1,Hermione,Harry,Hermione was checking Harry and Rons Charms homework,checking,Hermione was checking Harry and Rons Charms homework for them .,0.004629731,0.999405026,0.05109036,59987,0.4404,0.4404,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
142,harry potter book 1,Hermione,Harry,"Hermione , who had all her fingers crossed in her lap , was squinting fixedly at Harry , who was circling the game like a hawk , looking for the Snitch",squinting,"Hermione , who had all her fingers crossed in her lap , was squinting fixedly at Harry , who was circling the game like a hawk , looking for the Snitch .",0.83067441,-0.723663539,0.849477649,73508,0.3612,0.3612,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
143,harry potter book 1,Hermione,Harry,"Hermione had now started making study schedules for Harry and Ron , too",started,"Hermione had now started making study schedules for Harry and Ron , too .",-0.296877921,0.999768972,-0.332470357,77267,0,0,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
145,harry potter book 1,Hermione,Harry,"You re right , Harry , said Hermione",said,"You re right , Harry , said Hermione in a small voice .",0.999389887,0.99401927,0.999035835,89903,0,0,0,"{'Hermione', 'Harry'}",Harry Potter Book 1
78,harry potter book 1,Harry,Malfoy,"Harry caught sight of Malfoy , Crabbe , and Goyles triumphant faces",caught,"Harry caught sight of Malfoy , Crabbe , and Goyles triumphant faces as he left , walking numbly in Professor McGonagalls wake as she strode toward the castle .",0.998827696,0.999642253,-0.769148752,49490,0.5267,0.25,0,"{'Malfoy', 'Harry'}",Harry Potter Book 1
79,harry potter book 1,Harry,Malfoy,"Harry , fighting not to laugh at the look of horror on Malfoys face",fighting,"A Nimbus Two Thousand , sir , said Harry , fighting not to laugh at the look of horror on Malfoys face .",0.997447848,-0.999521621,0.988125443,54598,-0.8452,-0.8452,-0.3612,"{'Malfoy', 'Harry'}",Harry Potter Book 1
81,harry potter book 1,Harry,Malfoy,"Harry and Ron headed upstairs , smothering their laughter at Malfoys obvious rage and confusion",smothering,"Harry and Ron headed upstairs , smothering their laughter at Malfoys obvious rage and confusion .",-0.390336096,-0.967246249,-0.38579303,54647,-0.6124,-0.6124,-0.34,"{'Malfoy', 'Harry'}",Harry Potter Book 1
82,harry potter book 1,Harry,Malfoy,"You re worth twelve of Malfoy , Harry said",said,"You re worth twelve of Malfoy , Harry said .",0.999206901,0.99401927,0.999410033,71952,0.2263,0.2263,0,"{'Malfoy', 'Harry'}",Harry Potter Book 1
83,harry potter book 1,Harry,Malfoy,Harry did nt like the look on Malfoys face,like,Harry did nt like the look on Malfoys face at all .,-0.999334179,0.999784231,-0.999369339,77421,0.3612,0.3612,0.3612,"{'Malfoy', 'Harry'}",Harry Potter Book 1
84,harry potter book 1,Harry,Malfoy,"Harry had also forgotten that Malfoy had gotten a detention , too",forgotten,"Harry had also forgotten that Malfoy had gotten a detention , too .",-0.393704534,-0.999490321,-0.454544604,81969,-0.5267,-0.5267,-0.2263,"{'Malfoy', 'Harry'}",Harry Potter Book 1
161,harry potter book 1,Malfoy,Harry,"Malfoy , jealous and angry , had gone back to taunting Harry",taunting,"So Malfoy , jealous and angry , had gone back to taunting Harry about having no proper family .",-0.994723264,-0.878079504,-0.997276653,64064,-0.743,-0.83,0,"{'Malfoy', 'Harry'}",Harry Potter Book 1
162,harry potter book 1,Malfoy,Harry,"Something about the smile lurking on Malfoys face during the next week made Harry , Ron , and Hermione very nervous",made,"Something about the smile lurking on Malfoys face during the next week made Harry , Ron , and Hermione very nervous .",0.647055626,0.999755383,0.566810131,77807,-0.101,-0.101,0,"{'Malfoy', 'Harry'}",Harry Potter Book 1
146,harry potter book 1,Hermione,Malfoy,"Malfoy tricked you , Hermione said",said,"Malfoy tricked you , Hermione said to Harry .",-0.996607643,0.99401927,-0.991162425,52611,-0.1531,-0.1531,0,"{'Malfoy', 'Hermione'}",Harry Potter Book 1
163,harry potter book 1,Malfoy,Hermione,"Something about the smile lurking on Malfoys face during the next week made Harry , Ron , and Hermione very nervous",made,"Something about the smile lurking on Malfoys face during the next week made Harry , Ron , and Hermione very nervous .",0.647055626,0.999755383,0.566810131,77807,-0.101,-0.101,0,"{'Malfoy', 'Hermione'}",Harry Potter Book 1
85,harry potter book 1,Harry,Neville,Harry shook his head violently to shut Neville,shut,"I was trying to find you to warn you , I heard Malfoy saying he was going to catch you , he said you had a drag - Harry shook his head violently to shut Neville up , but Professor McGonagall had seen .",-0.997182396,-0.999502113,-0.767362401,80067,-0.6369,-0.5023,0,"{'Neville', 'Harry'}",Harry Potter Book 1
86,harry potter book 1,Harry,Neville,Harry caught Nevilles eye,caught,"Harry caught Nevilles eye and tried to tell him without words that this was nt true , because Neville was looking stunned and hurt .",0.999747753,0.999642253,-0.700683504,80289,0,-0.25,0,"{'Neville', 'Harry'}",Harry Potter Book 1
